,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross,foreign_gross,year
998,tt3622592,Paper Towns,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",6.3,87742,Paper Towns,Fox,32000000.0,53500000,2015
999,tt3623726,Ricki and the Flash,Ricki and the Flash,2015,101.0,"Comedy,Drama,Music",5.9,20932,Ricki and the Flash,TriS,26800000.0,14500000,2015
1000,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama",5.9,13306,Barbershop: The Next Cut,WB (NL),54000000.0,1000000,2016
1001,tt3640424,Allied,Allied,2016,124.0,"Action,Drama,Romance",7.1,125741,Allied,Par.,40100000.0,79400000,2016
1002,tt3659388,The Martian,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,The Martian,Fox,228400000.0,401700000,2015
1003,tt3660770,Monkey Kingdom,Monkey Kingdom,2015,81.0,Documentary,7.3,3400,Monkey Kingdom,BV,16399999.0,711000,2015
1004,tt3672840,Dragon Blade,Tian jiang xiong shi,2015,127.0,"Action,Adventure,Drama",6.0,16672,Dragon Blade,LGP,74100.0,121500000,2015
1005,tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,"Drama,History,Thriller",7.6,263004,Bridge of Spies,BV,72300000.0,93200000,2015
1006,tt3691740,The BFG,The BFG,2016,117.0,"Adventure,Family,Fantasy",6.4,69340,The BFG,BV,55500000.0,127900000,2016
1007,tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96.0,Horror,5.3,15813,The Other Side of the Door,Fox,3000000.0,11300000,2016
1008,tt3707106,By the Sea,By the Sea,2015,122.0,"Drama,Romance",5.3,16206,By the Sea,Uni.,538000.0,2800000,2015
1009,tt3707114,Janis: Little Girl Blue,Janis: Little Girl Blue,2015,103.0,"Biography,Documentary,Music",7.4,4485,Janis: Little Girl Blue,FR,410000.0,1200000,2015
1010,tt3715320,Irrational Man,Irrational Man,2015,95.0,"Comedy,Drama",6.6,50303,Irrational Man,SPC,4000000.0,23400000,2015
1011,tt3721936,American Honey,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663,American Honey,A24,663000.0,1200000,2016
1012,tt3721964,Gringo,Gringo,2018,111.0,"Action,Comedy,Crime",6.1,21279,Gringo,STX,5000000.0,6000000,2018
1013,tt3722070,The Lady in the Van,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama",6.7,23105,The Lady in the Van,SPC,10000000.0,31400000,2015
1014,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720,Kong: Skull Island,WB,168100000.0,398600000,2017
1015,tt3741834,Lion,Lion,2016,118.0,"Biography,Drama",8.1,181601,Lion,Wein.,51700000.0,88600000,2016
1016,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592,Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016
1017,tt3760922,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance",6.0,25933,My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000,2016
1018,tt3766354,The Equalizer 2,The Equalizer 2,2018,121.0,"Action,Crime,Thriller",6.7,97963,The Equalizer 2,Sony,102100000.0,88300000,2018
1019,tt3774114,Snowden,Snowden,2016,134.0,"Biography,Drama,Thriller",7.3,119149,Snowden,ORF,21600000.0,15700000,2016
1020,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",7.0,226243,Solo: A Star Wars Story,BV,213800000.0,179200000,2018
1021,tt3783958,La La Land,La La Land,2016,128.0,"Comedy,Drama,Music",8.0,436070,La La Land,LG/S,151100000.0,295000000,2016
1022,tt3787590,We Are Your Friends,We Are Your Friends,2015,96.0,"Drama,Music,Romance",6.2,32327,We Are Your Friends,WB,3600000.0,7500000,2015
1023,tt3799694,The Nice Guys,The Nice Guys,2016,116.0,"Action,Comedy,Crime",7.4,240337,The Nice Guys,WB,36300000.0,26500000,2016
1024,tt3819668,Dragon Ball Z: Resurrection 'F',Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',2015,93.0,"Action,Adventure,Animation",7.3,18286,Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015
1025,tt3848938,Mr. X,Mr. X,2015,133.0,"Action,Crime,Sci-Fi",3.8,1515,Mr. X,FIP,45000.0,5000000,2015
1026,tt3850214,Dope,Dope,2015,103.0,"Comedy,Crime,Drama",7.2,76557,Dope,ORF,17500000.0,480000,2015
1027,tt3850590,Krampus,Krampus,2015,98.0,"Comedy,Fantasy,Horror",6.2,55400,Krampus,Uni.,42700000.0,18800000,2015
1028,tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",5.6,8998,The Perfect Guy,SGem,57000000.0,3200000,2015
1029,tt3874544,The Boss Baby,The Boss Baby,2017,97.0,"Adventure,Animation,Comedy",6.3,93730,The Boss Baby,Fox,175000000.0,353000000,2017
1030,tt3881784,Stronger,Stronger,2017,119.0,"Biography,Drama",7.0,33464,Stronger,RAtt.,4200000.0,4200000,2017
1031,tt5738152,Stronger,Stronger,2017,125.0,Drama,6.8,22,Stronger,RAtt.,4200000.0,4200000,2017
1032,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977,Baby Driver,TriS,107800000.0,119100000,2017
1033,tt3890264,Breakup Buddies,Xin hua lu fang,2014,116.0,"Comedy,Drama,Romance",6.4,1199,Breakup Buddies,CL,778000.0,188200000,2014
1034,tt3896100,Capture the Flag,Atrapa la bandera,2015,94.0,"Adventure,Animation,Comedy",5.9,3121,Capture the Flag,Par.,6700.0,24600000,2015
1035,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy",7.7,482917,Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000,2017
1036,tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",6.4,41031,The Space Between Us,STX,7900000.0,6900000,2017
1037,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"Action,Adventure,Comedy",6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000,2016
1038,tt4007558,Shaandaar,Shaandaar,2015,144.0,"Comedy,Drama,Romance",3.7,4229,Shaandaar,FIP,522000.0,7800000,2015
1039,tt4030600,The Bye Bye Man,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror",4.3,17743,The Bye Bye Man,STX,22400000.0,4300000,2017
1040,tt4034228,Manchester by the Sea,Manchester by the Sea,2016,137.0,Drama,7.8,214557,Manchester by the Sea,RAtt.,47700000.0,31300000,2016
1041,tt4044364,Citizenfour,Citizenfour,2014,114.0,"Biography,Documentary,Thriller",8.1,47994,Citizenfour,RTWC,2800000.0,202000,2014
1042,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller",6.3,201143,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
1043,tt4052882,The Shallows,The Shallows,2016,86.0,"Drama,Horror,Thriller",6.3,106927,The Shallows,Sony,55100000.0,64000000,2016
1044,tt4056738,Do You Believe?,Do You Believe?,2015,120.0,Drama,6.1,6462,Do You Believe?,PFR,13000000.0,1400000,2015
1045,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama",5.7,21340,The Darkest Minds,Fox,12700000.0,28400000,2018
1046,tt4094724,The Purge: Election Year,The Purge: Election Year,2016,108.0,"Action,Horror,Sci-Fi",6.0,80254,The Purge: Election Year,Uni.,79200000.0,39400000,2016
1047,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,163151,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018
1048,tt4126304,Cartel Land,Cartel Land,2015,100.0,Documentary,7.4,16653,Cartel Land,Orch.,704000.0,422000,2015
1049,tt4131800,My Little Pony: The Movie,My Little Pony: The Movie,2017,99.0,"Adventure,Animation,Comedy",6.1,5133,My Little Pony: The Movie,LGF,21900000.0,38400000,2017
1050,tt4136084,Florence Foster Jenkins,Florence Foster Jenkins,2016,111.0,"Biography,Comedy,Drama",6.8,44970,Florence Foster Jenkins,Par.,27400000.0,21500000,2016
1051,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926,Avengers: Infinity War,BV,678800000.0,"1,369.5",2018
1052,tt4160708,Don't Breathe,Don't Breathe,2016,88.0,"Crime,Horror,Thriller",7.1,186799,Don't Breathe,SGem,89200000.0,67900000,2016
1053,tt4169250,M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,2016,184.0,"Biography,Drama,Sport",7.7,28343,M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000,2016
1054,tt4191054,Strange Magic,Strange Magic,2015,99.0,"Adventure,Animation,Comedy",5.8,9292,Strange Magic,BV,12400000.0,1200000,2015
1055,tt4193394,Indignation,Indignation,2016,110.0,"Drama,Romance",6.8,10557,Indignation,RAtt.,3400000.0,523000,2016
1056,tt4196776,Jason Bourne,Jason Bourne,2016,123.0,"Action,Thriller",6.6,190596,Jason Bourne,Uni.,162400000.0,253100000,2016
1057,tt4209788,Molly's Game,Molly's Game,2017,140.0,"Biography,Crime,Drama",7.5,104786,Molly's Game,STX,28800000.0,30500000,2017
1058,tt4217392,Kung Fu Yoga,Gong fu yu jia,2017,107.0,"Action,Adventure,Comedy",5.2,7549,Kung Fu Yoga,WGUSA,363000.0,253800000,2017
1059,tt4218572,Widows,Widows,2018,129.0,"Crime,Drama,Thriller",7.0,61615,Widows,Fox,42400000.0,33600000,2018
1060,tt4218696,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",6.2,20391,The Wall,RAtt.,1800000.0,2700000,2017
1061,tt4242158,Lost in Hong Kong,Gang jiong,2015,114.0,"Action,Adventure,Comedy",5.4,1281,Lost in Hong Kong,WGUSA,1300000.0,255000000,2015
1062,tt4244998,Alpha,Alpha,2018,96.0,"Adventure,Drama,Family",6.7,41882,Alpha,Studio 8,35900000.0,62300000,2018
1063,tt4253360,The Himalayas,Himalaya,2015,124.0,"Adventure,Biography,Drama",6.4,779,The Himalayas,CJ,697000.0,49800000,2015
1064,tt4257926,Miracles from Heaven,Miracles from Heaven,2016,109.0,"Biography,Drama,Family",7.1,17734,Miracles from Heaven,TriS,61700000.0,12200000,2016
1065,tt4258698,Southside with You,Southside with You,2016,84.0,"Biography,Drama,History",6.3,7282,Southside with You,RAtt.,6300000.0,208000,2016
1066,tt4262980,Shin Godzilla,Shin Gojira,2016,120.0,"Action,Adventure,Drama",6.7,18051,Shin Godzilla,FUN,1900000.0,76000000,2016
1067,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation",7.8,105578,Kubo and the Two Strings,Focus,48000000.0,21900000,2016
1068,tt4326444,Julieta,Julieta,2016,99.0,"Drama,Mystery,Romance",7.1,24556,Julieta,SPC,1500000.0,21000000,2016
1069,tt4341582,Queen of Katwe,Queen of Katwe,2016,124.0,"Biography,Drama,Sport",7.4,13039,Queen of Katwe,BV,8900000.0,1500000,2016
1070,tt4361050,Ouija: Origin of Evil,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery",6.1,47099,Ouija: Origin of Evil,Uni.,35100000.0,46600000,2016
1071,tt4411596,My Cousin Rachel,My Cousin Rachel,2017,106.0,"Drama,Mystery,Romance",6.0,15473,My Cousin Rachel,FoxS,2700000.0,6500000,2017
1072,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy,5.7,102793,Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000,2016
1073,tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017,118.0,"Drama,Romance",4.6,81706,Fifty Shades Darker,Uni.,114600000.0,267000000,2017
1074,tt4477536,Fifty Shades Freed,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller",4.5,43893,Fifty Shades Freed,Uni.,100400000.0,271500000,2018
1075,tt4481414,Gifted,Gifted,2017,101.0,Drama,7.6,82426,Gifted,FoxS,24800000.0,18200000,2017
1076,tt4481514,The House,The House,2017,88.0,"Comedy,Crime",5.6,33365,The House,WB (NL),25600000.0,8600000,2017
1077,tt4501244,Why Him?,Why Him?,2016,111.0,Comedy,6.2,89628,Why Him?,Fox,60300000.0,57800000,2016
1078,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487,Morgan,Fox,3900000.0,4900000,2016
1079,tt4530422,Overlord,Overlord,2018,110.0,"Action,Adventure,Horror",6.7,56108,Overlord,Par.,21700000.0,20000000,2018
1080,tt4537896,White Boy Rick,White Boy Rick,2018,111.0,"Crime,Drama",6.4,16255,White Boy Rick,Studio 8,24000000.0,1900000,2018
1081,tt4540710,Miss Sloane,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788,Miss Sloane,EC,3500000.0,5600000,2016
1082,tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,205240,Nocturnal Animals,Focus,10700000.0,19600000,2016
1083,tt4555426,Darkest Hour,Darkest Hour,2017,125.0,"Biography,Drama,History",7.4,136546,Darkest Hour,Focus,56500000.0,94400000,2017
1084,tt4559006,Ae Dil Hai Mushkil,Ae Dil Hai Mushkil,2016,158.0,"Drama,Music,Musical",5.8,18481,Ae Dil Hai Mushkil,FIP,4300000.0,24100000,2016
1085,tt4560436,Mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller",6.1,47862,Mile 22,STX,36100000.0,30200000,2018
1086,tt4572514,Patriots Day,Patriots Day,2016,133.0,"Action,Crime,Drama",7.4,76204,Patriots Day,LGF,31900000.0,18700000,2016
1087,tt4587656,The Star,The Star,2017,86.0,"Adventure,Animation,Comedy",6.1,5159,The Star,Sony,40900000.0,22000000,2017
1088,tt4602066,The Catcher Was a Spy,The Catcher Was a Spy,2018,98.0,"Biography,Drama,War",6.2,4653,The Catcher Was a Spy,IFC,725000.0,229000,2018
1089,tt4624424,Storks,Storks,2016,87.0,"Adventure,Animation,Comedy",6.8,50448,Storks,WB,72700000.0,110700000,2016
1090,tt4630562,The Fate of the Furious,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller",6.7,179774,The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017
1091,tt4649416,Almost Christmas,Almost Christmas,2016,111.0,"Comedy,Drama",6.1,5212,Almost Christmas,Uni.,42200000.0,422000,2016
1092,tt4649466,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy",6.8,230797,Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017
1093,tt4651520,Bad Moms,Bad Moms,2016,100.0,Comedy,6.2,100952,Bad Moms,STX,113300000.0,70700000,2016
1094,tt4653272,Buena Vista Social Club: Adios,Buena Vista Social Club: Adios,2017,110.0,Documentary,6.9,261,Buena Vista Social Club: Adios,BG,123000.0,578000,2017
1095,tt4663548,All Saints,All Saints,2017,108.0,Drama,6.0,1220,All Saints,Affirm,5800000.0,140000,2017
1096,tt4667094,Fifty Shades of Black,Fifty Shades of Black,2016,92.0,Comedy,3.5,17189,Fifty Shades of Black,ORF,11700000.0,10500000,2016
1097,tt4669264,Beirut,Beirut,2018,109.0,"Drama,Thriller",6.4,14988,Beirut,BST,5000000.0,2500000,2018
1098,tt4669788,On the Basis of Sex,On the Basis of Sex,2018,120.0,"Biography,Drama",6.9,12083,On the Basis of Sex,Focus,24600000.0,13600000,2018
1099,tt4669986,Loving,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079,Loving,Focus,7800000.0,5200000,2016
1100,tt4682786,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764,Collateral Beauty,WB (NL),31000000.0,57500000,2016
1101,tt4701182,Bumblebee,Bumblebee,2018,114.0,"Action,Adventure,Sci-Fi",6.9,94155,Bumblebee,Par.,127200000.0,340800000,2018
1102,tt4701702,Mr. Six,Lao pao er,2015,134.0,"Action,Drama",7.1,2838,Mr. Six,CL,1400000.0,137800000,2015
1103,tt4701724,Early Man,Early Man,2018,89.0,"Adventure,Animation,Comedy",6.1,15882,Early Man,LGF,8300000.0,46400000,2018
1104,tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery",5.9,13822,Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
1105,tt4765284,Pitch Perfect 3,Pitch Perfect 3,2017,93.0,"Comedy,Music",5.8,45127,Pitch Perfect 3,Uni.,104900000.0,80500000,2017
1106,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042,The Meg,WB,145400000.0,384800000,2018
1107,tt4786282,Lights Out,Lights Out,2016,81.0,"Drama,Horror,Mystery",6.3,100650,Lights Out,WB (NL),67300000.0,81600000,2016
1108,tt4799050,Rough Night,Rough Night,2017,101.0,"Comedy,Crime,Thriller",5.2,39447,Rough Night,Sony,22100000.0,25200000,2017
1109,tt4799066,Midnight Sun,Midnight Sun,2018,91.0,"Drama,Romance",6.6,16220,Midnight Sun,Global Road,9600000.0,17800000,2018
1110,tt4819514,Go Away Mr. Tumor,Gun dan ba! Zhong liu jun,2015,85.0,"Comedy,Romance",6.6,878,Go Away Mr. Tumor,CL,287000.0,21500000,2015
1111,tt4819576,L.O.R.D: Legend of Ravaging Dynasties,Jue ji,2016,118.0,"Animation,Fantasy",4.9,811,L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000,2016
1112,tt4824302,Mother's Day,Mother's Day,2016,118.0,"Comedy,Drama,Romance",5.7,28854,Mother's Day,ORF,32500000.0,15900000,2016
1113,tt4824308,God's Not Dead 2,God's Not Dead 2,2016,120.0,Drama,4.4,10311,God's Not Dead 2,PFR,20800000.0,3700000,2016
1114,tt4832640,Sultan,Sultan,2016,170.0,"Action,Drama,Sport",7.1,33371,Sultan,Yash,6200000.0,81100000,2016
1115,tt4846340,Hidden Figures,Hidden Figures,2016,127.0,"Biography,Drama,History",7.8,171131,Hidden Figures,Fox,169600000.0,66300000,2016
1116,tt4849438,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama",8.3,65656,Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000,2017
1117,tt4871980,The Perfect Match,The Perfect Match,2016,96.0,"Comedy,Romance",4.9,3052,The Perfect Match,LGF,9700000.0,745000,2016
1118,tt4877122,The Emoji Movie,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy",3.2,47294,The Emoji Movie,Sony,86100000.0,131699999,2017
1119,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018
1120,tt4912910,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller",7.8,233877,Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018
1121,tt4925292,Lady Bird,Lady Bird,2017,94.0,"Comedy,Drama",7.4,177677,Lady Bird,A24,49000000.0,30000000,2017
1122,tt4971344,The Sisters Brothers,Les frères Sisters,2018,122.0,"Adventure,Comedy,Crime",7.0,32135,The Sisters Brothers,Annapurna,3100000.0,10000000,2018
1123,tt4977530,Viceroy's House,Viceroy's House,2017,106.0,"Biography,Drama,History",6.7,5546,Viceroy's House,IFC,1100000.0,6700000,2017
1124,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",6.1,6413,Middle School: The Worst Years of My Life,LGF,20000000.0,3300000,2016
1125,tt5001718,"Everything, Everything","Everything, Everything",2017,96.0,"Drama,Romance",6.4,26811,"Everything, Everything",WB,34100000.0,27500000,2017
1126,tt5013056,Dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580,Dunkirk,WB,188000000.0,337200000,2017
1127,tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama",8.2,344047,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017
1128,tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018,130.0,"Comedy,Family,Fantasy",6.9,52103,Mary Poppins Returns,BV,172000000.0,177600000,2018
1129,tt5052448,Get Out,Get Out,2017,104.0,"Horror,Mystery,Thriller",7.7,400474,Get Out,Uni.,176000000.0,79400000,2017
1130,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama",7.1,95650,Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
1131,tt5061814,Goodbye Mr. Loser,Xia Luo te fan nao,2015,104.0,Comedy,6.7,1777,Goodbye Mr. Loser,CL,1300000.0,226800000,2015
1132,tt5074352,Dangal,Dangal,2016,161.0,"Action,Biography,Drama",8.5,123638,Dangal,UTV,12400000.0,290500000,2016
1133,tt5083738,The Favourite,The Favourite,2018,119.0,"Biography,Drama,History",7.6,116011,The Favourite,FoxS,34400000.0,61600000,2018
1134,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018,118.0,"Action,Adventure,Comedy",7.1,244024,Ant-Man and the Wasp,BV,216600000.0,406000000,2018
1135,tt5117670,Peter Rabbit,Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy",6.6,27908,Peter Rabbit,Sony,115300000.0,236000000,2018
1136,tt5140878,Annabelle: Creation,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller",6.5,90402,Annabelle: Creation,WB (NL),102100000.0,204400000,2017
1137,tt5162658,Gold,Oro,2017,103.0,"Adventure,Drama,History",5.6,1103,Gold,Wein.,7200000.0,7700000,2017
1138,tt5164432,"Love, Simon","Love, Simon",2018,110.0,"Comedy,Drama,Romance",7.6,81575,"Love, Simon",Fox,40800000.0,25500000,2018
1139,tt5165344,Rustom,Rustom,2016,148.0,"Crime,Drama,Thriller",7.1,19991,Rustom,Zee,1100000.0,571000,2016
1140,tt5175450,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,2017,103.0,"Biography,Drama,History",6.4,9324,Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000,2017
1141,tt5208216,Wonderstruck,Wonderstruck,2017,116.0,"Drama,Mystery",6.2,8167,Wonderstruck,RAtt.,1100000.0,2200000,2017
1142,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97.0,"Adventure,Animation,Comedy",6.3,42299,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018
1143,tt5269396,Sword Master,San shao ye de jian,2016,108.0,"Action,Drama",6.1,1805,Sword Master,WGUSA,75500.0,14600000,2016
1144,tt5273624,Journey to the West: The Demons Strike Back,Journey to the West: Demon Chapter,2017,109.0,"Adventure,Comedy,Fantasy",5.4,2340,Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017
1145,tt5282006,The Duelist,Duelyant,2016,109.0,"Action,Drama,Thriller",6.4,2487,The Duelist,Sony,13500.0,6100000,2016
1146,tt5286444,Neerja,Neerja,2016,122.0,"Biography,Drama,Thriller",7.7,18420,Neerja,FIP,1600000.0,16000000,2016
1147,tt5294550,All the Money in the World,All the Money in the World,2017,132.0,"Biography,Crime,Drama",6.8,60303,All the Money in the World,TriS,25100000.0,31900000,2017
1148,tt5308322,Happy Death Day,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller",6.5,87132,Happy Death Day,Uni.,55700000.0,69800000,2017
1149,tt5325452,Boo! A Madea Halloween,Boo! A Madea Halloween,2016,103.0,"Comedy,Drama,Horror",4.6,6867,Boo! A Madea Halloween,LGF,73200000.0,1600000,2016
1150,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"Comedy,Crime,Drama",7.0,105966,Logan Lucky,BST,27800000.0,20700000,2017
1151,tt5456546,Judwaa 2,Judwaa 2,2017,145.0,"Action,Comedy",3.9,7136,Judwaa 2,FIP,1400000.0,25500000,2017
1152,tt5462602,The Big Sick,The Big Sick,2017,120.0,"Comedy,Drama,Romance",7.6,104008,The Big Sick,LGF,42900000.0,13500000,2017
1153,tt5463162,Deadpool 2,Deadpool 2,2018,119.0,"Action,Adventure,Comedy",7.8,391735,Deadpool 2,Fox,318500000.0,460500000,2018
1154,tt5465370,Naam Hai Akira,Akira,2016,137.0,"Action,Thriller",5.9,3455,Naam Hai Akira,FIP,219000.0,3500000,2016
1155,tt5466186,7 Days in Entebbe,Entebbe,2018,107.0,"Action,Drama,History",5.8,10441,7 Days in Entebbe,Focus,3300000.0,5400000,2018
1156,tt5502766,Phillauri,Phillauri,2017,138.0,"Comedy,Drama,Fantasy",6.1,3090,Phillauri,FIP,468000.0,5000000,2017
1157,tt5503688,6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",5.7,4931,6 Below: Miracle on the Mountain,MOM,14800.0,1100000,2017
1158,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018,99.0,"Adventure,Family,Fantasy",5.5,18734,The Nutcracker and the Four Realms,BV,54900000.0,119100000,2018
1159,tt5544384,Sword Art Online: The Movie - Ordinal Scale,Gekijo-ban Sword Art Online: Ordinal Scale,2017,119.0,"Action,Adventure,Animation",7.4,4477,Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000,2017
1160,tt5580036,"I, Tonya","I, Tonya",2017,120.0,"Biography,Comedy,Drama",7.5,141668,"I, Tonya",Neon,30000000.0,23900000,2017
1161,tt5580266,The Hate U Give,The Hate U Give,2018,133.0,"Crime,Drama",7.3,17583,The Hate U Give,Fox,29700000.0,5200000,2018
1162,tt5580390,The Shape of Water,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112,The Shape of Water,FoxS,63900000.0,131400000,2017
1163,tt5606538,Confidential Assignment,Gongjo,2017,125.0,Action,6.5,1828,Confidential Assignment,CJ,476000.0,55500000,2017
1164,tt5613834,A Gentleman,A Gentleman,2017,145.0,"Action,Comedy",6.3,4188,A Gentleman,FIP,410000.0,2500000,2017
1165,tt5619332,Life of the Party,Life of the Party,2018,105.0,Comedy,5.5,25756,Life of the Party,WB (NL),53100000.0,12800000,2018
1166,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",5.6,11459,Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000,2018
1167,tt5670152,Traffik,Traffik,2018,96.0,"Action,Crime,Drama",6.0,16662,Traffik,LGF,9200000.0,336000,2018
1168,tt5690360,Slender Man,Slender Man,2018,93.0,"Horror,Mystery,Thriller",3.2,19650,Slender Man,SGem,30600000.0,21200000,2018
1169,tt5691024,Show Dogs,Show Dogs,2018,92.0,"Adventure,Comedy,Family",3.7,3458,Show Dogs,Global Road,17900000.0,21300000,2018
1170,tt5700672,Train to Busan,Busanhaeng,2016,118.0,"Action,Horror,Thriller",7.5,109448,Train to Busan,WGUSA,2100000.0,85400000,2016
1171,tt5721088,Just Getting Started,Just Getting Started,2017,91.0,"Action,Comedy",4.4,4829,Just Getting Started,BG,6100000.0,1600000,2017
